"Nível";"Cód.";"Brasil e Município";"Grupo de idade";"Católica Apostólica Romana";"Evangélicas";"Espírita";"Umbanda e Candomblé";"Tradições indígenas";"Outras religiosidades";"Sem religião";"Não sabe";"Sem declaração"
"MU";"4209805";"Leoberto Leal (SC)";"Total";"2463";"445";"-";"5";"-";"36";"3";"-";"-"
"MU";"4209854";"Lindóia do Sul (SC)";"Total";"3545";"342";"-";"3";"-";"22";"88";"-";"-"
"MU";"4209904";"Lontras (SC)";"Total";"7975";"2511";"85";"21";"-";"152";"284";"-";"7"
"MU";"4210001";"Luiz Alves (SC)";"Total";"8267";"1284";"4";"52";"-";"205";"281";"-";"-"
"MU";"4210035";"Luzerna (SC)";"Total";"3672";"1310";"39";"-";"-";"72";"73";"-";"-"
"MU";"4210050";"Macieira (SC)";"Total";"1422";"117";"-";"2";"-";"-";"6";"-";"-"
"MU";"4210100";"Mafra (SC)";"Total";"37990";"7303";"922";"191";"-";"867";"1197";"-";"19"
"MU";"4210209";"Major Gercino (SC)";"Total";"2113";"508";"-";"7";"90";"48";"33";"-";"-"
"MU";"4210308";"Major Vieira (SC)";"Total";"5643";"758";"7";"25";"-";"29";"43";"-";"4"
"MU";"4210407";"Maracajá (SC)";"Total";"4926";"1404";"51";"31";"-";"123";"194";"-";"-"
"MU";"4210506";"Maravilha (SC)";"Total";"17430";"5848";"79";"84";"-";"478";"577";"-";"48"
"MU";"4210555";"Marema (SC)";"Total";"1755";"195";"-";"-";"-";"-";"4";"-";"-"
"MU";"4210605";"Massaranduba (SC)";"Total";"6712";"3799";"52";"52";"-";"3611";"865";"10";"-"
"MU";"4210704";"Matos Costa (SC)";"Total";"1624";"608";"4";"-";"-";"59";"87";"-";"-"
"MU";"4210803";"Meleiro (SC)";"Total";"4970";"1003";"15";"29";"3";"70";"140";"-";"-"
"MU";"4210852";"Mirim Doce (SC)";"Total";"1729";"444";"15";"-";"-";"-";"13";"-";"-"
"MU";"4210902";"Modelo (SC)";"Total";"2861";"702";"-";"3";"-";"23";"16";"-";"-"
"MU";"4211009";"Mondaí (SC)";"Total";"4508";"4055";"-";"-";"-";"108";"132";"-";"5"
"MU";"4211058";"Monte Carlo (SC)";"Total";"5731";"1807";"21";"38";"15";"36";"54";"-";"12"
"MU";"4211108";"Monte Castelo (SC)";"Total";"4849";"1554";"30";"10";"-";"40";"191";"-";"16"
"MU";"4211207";"Morro da Fumaça (SC)";"Total";"10818";"4093";"64";"27";"13";"304";"623";"16";"11"
"MU";"4211256";"Morro Grande (SC)";"Total";"2159";"387";"-";"-";"-";"52";"32";"-";"-"
"MU";"4211306";"Navegantes (SC)";"Total";"37695";"22981";"994";"733";"84";"4919";"6570";"19";"156"
"MU";"4211405";"Nova Erechim (SC)";"Total";"2858";"873";"20";"15";"-";"618";"100";"-";"-"
"MU";"4211454";"Nova Itaberaba (SC)";"Total";"3202";"742";"-";"2";"-";"6";"40";"-";"-"
"MU";"4211504";"Nova Trento (SC)";"Total";"9749";"1568";"110";"29";"-";"218";"428";"-";"17"
"MU";"4211603";"Nova Veneza (SC)";"Total";"10570";"1244";"40";"53";"-";"93";"170";"-";"5"
"MU";"4211652";"Novo Horizonte (SC)";"Total";"2091";"251";"-";"-";"-";"3";"16";"-";"-"
"MU";"4211702";"Orleans (SC)";"Total";"17428";"2812";"164";"30";"-";"212";"199";"-";"-"
"MU";"4211751";"Otacílio Costa (SC)";"Total";"11309";"3033";"72";"38";"-";"187";"251";"-";"-"
"MU";"4211801";"Ouro (SC)";"Total";"5427";"566";"31";"-";"-";"99";"129";"-";"-"
"MU";"4211850";"Ouro Verde (SC)";"Total";"1323";"403";"7";"-";"2";"109";"41";"-";"-"
"MU";"4211876";"Paial (SC)";"Total";"999";"632";"2";"-";"-";"19";"12";"-";"2"
"MU";"4211892";"Painel (SC)";"Total";"1586";"301";"7";"-";"-";"2";"48";"-";"-"
"MU";"4211900";"Palhoça (SC)";"Total";"110648";"39755";"5873";"4111";"96";"10209";"21905";"399";"133"
"MU";"4212007";"Palma Sola (SC)";"Total";"5039";"1264";"6";"6";"-";"34";"120";"3";"10"
"MU";"4212056";"Palmeira (SC)";"Total";"1698";"481";"2";"14";"-";"25";"38";"-";"-"
"MU";"4212106";"Palmitos (SC)";"Total";"9643";"3798";"53";"6";"-";"124";"185";"-";"5"
"MU";"4212205";"Papanduva (SC)";"Total";"13627";"2626";"126";"11";"-";"122";"73";"-";"-"
"MU";"4212239";"Paraíso (SC)";"Total";"2964";"695";"-";"-";"-";"31";"65";"-";"-"
"MU";"4212254";"Passo de Torres (SC)";"Total";"7119";"2217";"307";"226";"-";"404";"800";"-";"5"
"MU";"4212270";"Passos Maia (SC)";"Total";"2959";"407";"3";"-";"-";"21";"26";"-";"-"
"MU";"4212304";"Paulo Lopes (SC)";"Total";"4883";"2096";"48";"41";"2";"258";"548";"-";"-"
"MU";"4212403";"Pedras Grandes (SC)";"Total";"3016";"588";"-";"12";"-";"91";"83";"-";"-"
"MU";"4212502";"Penha (SC)";"Total";"16185";"8882";"569";"332";"-";"2064";"1356";"-";"-"
"MU";"4212601";"Peritiba (SC)";"Total";"2086";"570";"2";"6";"-";"11";"-";"-";"-"
"MU";"4212650";"Pescaria Brava (SC)";"Total";"6832";"1885";"7";"5";"5";"110";"145";"-";"-"
"MU";"4212700";"Petrolândia (SC)";"Total";"3671";"2140";"-";"-";"-";"66";"6";"-";"3"
"MU";"4212809";"Balneário Piçarras (SC)";"Total";"12278";"6832";"607";"313";"-";"1564";"1774";"11";"14"
"MU";"4212908";"Pinhalzinho (SC)";"Total";"14957";"2831";"43";"84";"29";"315";"746";"-";"13"
"MU";"4213005";"Pinheiro Preto (SC)";"Total";"2619";"295";"26";"6";"-";"-";"43";"-";"-"
"MU";"4213104";"Piratuba (SC)";"Total";"3505";"1265";"27";"16";"6";"87";"138";"-";"-"
"MU";"4213153";"Planalto Alegre (SC)";"Total";"1906";"638";"-";"-";"-";"14";"25";"-";"-"
"MU";"4213203";"Pomerode (SC)";"Total";"11051";"17306";"248";"154";"4";"650";"893";"8";"12"
"MU";"4213302";"Ponte Alta (SC)";"Total";"2845";"854";"7";"3";"-";"72";"87";"-";"-"
"MU";"4213351";"Ponte Alta do Norte (SC)";"Total";"2016";"613";"9";"3";"-";"41";"2";"-";"-"
"MU";"4213401";"Ponte Serrada (SC)";"Total";"6522";"2179";"14";"29";"32";"98";"186";"-";"-"
"MU";"4213500";"Porto Belo (SC)";"Total";"13393";"6064";"598";"664";"-";"1306";"2126";"-";"-"
"MU";"4213609";"Porto União (SC)";"Total";"21481";"5286";"499";"99";"-";"386";"1305";"-";"5"
"MU";"4213708";"Pouso Redondo (SC)";"Total";"10907";"3297";"16";"9";"-";"237";"170";"-";"28"
"MU";"4213807";"Praia Grande (SC)";"Total";"5402";"1209";"80";"26";"-";"233";"292";"1";"-"
"MU";"4213906";"Presidente Castello Branco (SC)";"Total";"1184";"294";"4";"1";"4";"-";"-";"-";"-"
"MU";"4214003";"Presidente Getúlio (SC)";"Total";"12584";"4146";"52";"5";"-";"276";"320";"3";"-"
"MU";"4214102";"Presidente Nereu (SC)";"Total";"1811";"166";"2";"2";"-";"8";"29";"-";"-"
"MU";"4214151";"Princesa (SC)";"Total";"2133";"450";"4";"-";"-";"13";"4";"-";"-"
"MU";"4214201";"Quilombo (SC)";"Total";"7412";"1891";"-";"-";"-";"127";"166";"-";"-"
"MU";"4214300";"Rancho Queimado (SC)";"Total";"1383";"1309";"16";"17";"-";"63";"119";"-";"-"
"MU";"4214409";"Rio das Antas (SC)";"Total";"3948";"1234";"9";"2";"-";"68";"154";"-";"-"
"MU";"4214508";"Rio do Campo (SC)";"Total";"4796";"689";"2";"2";"-";"22";"129";"-";"-"
"MU";"4214607";"Rio do Oeste (SC)";"Total";"5771";"890";"5";"4";"-";"72";"64";"-";"-"
"MU";"4214706";"Rio dos Cedros (SC)";"Total";"6634";"2615";"46";"-";"-";"114";"185";"-";"5"
"MU";"4214805";"Rio do Sul (SC)";"Total";"44479";"13746";"1141";"360";"9";"1519";"2464";"-";"44"
"MU";"4214904";"Rio Fortuna (SC)";"Total";"4056";"147";"3";"3";"-";"17";"19";"-";"-"
"MU";"4215000";"Rio Negrinho (SC)";"Total";"25840";"6676";"78";"315";"26";"735";"519";"-";"-"
"MU";"4215059";"Rio Rufino (SC)";"Total";"1834";"207";"11";"6";"-";"3";"16";"-";"-"
"MU";"4215075";"Riqueza (SC)";"Total";"3175";"976";"4";"-";"-";"20";"30";"-";"-"
"MU";"4215109";"Rodeio (SC)";"Total";"8240";"2366";"90";"25";"-";"339";"269";"-";"5"
"MU";"4215208";"Romelândia (SC)";"Total";"3467";"753";"7";"11";"-";"17";"71";"-";"-"
"MU";"4215307";"Salete (SC)";"Total";"5462";"840";"58";"-";"-";"72";"105";"3";"-"
"MU";"4215356";"Saltinho (SC)";"Total";"2533";"540";"6";"-";"-";"20";"76";"-";"-"
"MU";"4215406";"Salto Veloso (SC)";"Total";"3347";"347";"-";"-";"-";"55";"59";"-";"-"
"MU";"4215455";"Sangão (SC)";"Total";"7726";"2593";"17";"54";"-";"188";"232";"-";"-"
"MU";"4215505";"Santa Cecília (SC)";"Total";"9614";"2672";"53";"20";"8";"584";"176";"-";"-"
"MU";"4215554";"Santa Helena (SC)";"Total";"2047";"78";"-";"-";"-";"8";"9";"-";"-"
"MU";"4215604";"Santa Rosa de Lima (SC)";"Total";"1611";"215";"2";"-";"-";"12";"28";"-";"-"
"MU";"4215653";"Santa Rosa do Sul (SC)";"Total";"5816";"1884";"14";"45";"6";"451";"230";"-";"-"
"MU";"4215679";"Santa Terezinha (SC)";"Total";"6326";"596";"17";"6";"-";"110";"10";"-";"-"
"MU";"4215687";"Santa Terezinha do Progresso (SC)";"Total";"1780";"459";"-";"-";"-";"11";"16";"-";"-"
"MU";"4215695";"Santiago do Sul (SC)";"Total";"1206";"203";"-";"-";"-";"28";"7";"-";"2"
"MU";"4215703";"Santo Amaro da Imperatriz (SC)";"Total";"18953";"2517";"389";"280";"-";"697";"1025";"19";"24"
"MU";"4215752";"São Bernardino (SC)";"Total";"1962";"310";"-";"-";"-";"7";"28";"-";"-"
"MU";"4215802";"São Bento do Sul (SC)";"Total";"53104";"15160";"564";"203";"11";"1481";"2287";"43";"12"
"MU";"4215901";"São Bonifácio (SC)";"Total";"1986";"613";"2";"-";"-";"31";"49";"-";"-"
"MU";"4216008";"São Carlos (SC)";"Total";"7481";"1210";"24";"5";"-";"83";"193";"-";"-"
"MU";"4216057";"São Cristóvão do Sul (SC)";"Total";"3367";"1432";"9";"11";"-";"174";"314";"80";"-"
"MU";"4216107";"São Domingos (SC)";"Total";"6753";"1052";"36";"-";"-";"197";"57";"5";"-"
"MU";"4216206";"São Francisco do Sul (SC)";"Total";"24150";"14681";"793";"662";"24";"1981";"3785";"32";"77"
"MU";"4216255";"São João do Oeste (SC)";"Total";"5375";"170";"-";"3";"-";"11";"27";"-";"-"
"MU";"4216305";"São João Batista (SC)";"Total";"18330";"6847";"44";"129";"20";"1023";"1626";"-";"-"
"MU";"4216354";"São João do Itaperiú (SC)";"Total";"2896";"720";"-";"5";"-";"100";"95";"-";"-"
"MU";"4216404";"São João do Sul (SC)";"Total";"5712";"1300";"32";"77";"-";"204";"182";"-";"-"
"MU";"4216503";"São Joaquim (SC)";"Total";"19077";"2492";"220";"137";"-";"221";"274";"-";"10"
"MU";"4216602";"São José (SC)";"Total";"136822";"47732";"10167";"5492";"53";"12850";"26889";"74";"82"
"MU";"4216701";"São José do Cedro (SC)";"Total";"10799";"1315";"59";"7";"-";"136";"166";"-";"23"
"MU";"4216800";"São José do Cerrito (SC)";"Total";"6782";"729";"26";"-";"-";"98";"95";"-";"-"
"MU";"4216909";"São Lourenço do Oeste (SC)";"Total";"17393";"3130";"125";"28";"-";"431";"429";"11";"26"
"MU";"4217006";"São Ludgero (SC)";"Total";"9586";"1333";"7";"13";"-";"234";"419";"6";"-"
"MU";"4217105";"São Martinho (SC)";"Total";"2548";"429";"-";"-";"-";"-";"14";"-";"-"
"MU";"4217154";"São Miguel da Boa Vista (SC)";"Total";"1260";"273";"3";"-";"-";"31";"5";"-";"-"
"MU";"4217204";"São Miguel do Oeste (SC)";"Total";"29232";"6768";"403";"73";"-";"858";"1427";"-";"29"
"MU";"4217253";"São Pedro de Alcântara (SC)";"Total";"3704";"629";"106";"38";"-";"65";"740";"-";"-"
"MU";"4217303";"Saudades (SC)";"Total";"7475";"1136";"15";"-";"-";"120";"138";"-";"-"
"MU";"4217402";"Schroeder (SC)";"Total";"9155";"7071";"44";"34";"-";"258";"596";"-";"23"
"MU";"4217501";"Seara (SC)";"Total";"12048";"3548";"16";"27";"12";"277";"273";"-";"7"
"MU";"4217550";"Serra Alta (SC)";"Total";"2531";"353";"-";"6";"-";"6";"10";"-";"-"
"MU";"4217600";"Siderópolis (SC)";"Total";"9342";"2199";"60";"73";"-";"287";"162";"-";"-"
"MU";"4217709";"Sombrio (SC)";"Total";"15307";"6394";"212";"319";"-";"2054";"1489";"19";"13"
"MU";"4217758";"Sul Brasil (SC)";"Total";"2164";"312";"-";"-";"-";"9";"12";"-";"-"
"MU";"4217808";"Taió (SC)";"Total";"10869";"4593";"42";"-";"-";"261";"204";"-";"-"
"MU";"4217907";"Tangará (SC)";"Total";"6243";"720";"-";"19";"-";"48";"118";"-";"-"
"MU";"4217956";"Tigrinhos (SC)";"Total";"1457";"545";"-";"-";"-";"8";"-";"-";"-"
"MU";"4218004";"Tijucas (SC)";"Total";"25841";"11435";"733";"522";"73";"2043";"3561";"11";"-"
"MU";"4218103";"Timbé do Sul (SC)";"Total";"3578";"737";"-";"3";"-";"77";"347";"-";"-"
"MU";"4218202";"Timbó (SC)";"Total";"21901";"15306";"104";"248";"11";"1264";"2043";"21";"34"
"MU";"4218251";"Timbó Grande (SC)";"Total";"3489";"2383";"18";"13";"-";"133";"120";"-";"-"
"MU";"4218301";"Três Barras (SC)";"Total";"10928";"4843";"157";"11";"-";"238";"340";"-";"29"
"MU";"4218350";"Treviso (SC)";"Total";"2852";"480";"-";"-";"-";"40";"6";"-";"-"
"MU";"4218400";"Treze de Maio (SC)";"Total";"5037";"1191";"15";"3";"-";"76";"90";"-";"-"
"MU";"4218509";"Treze Tílias (SC)";"Total";"6030";"1053";"66";"24";"-";"117";"174";"-";"34"
"MU";"4218608";"Trombudo Central (SC)";"Total";"4055";"2010";"23";"-";"-";"115";"164";"-";"-"
"MU";"4218707";"Tubarão (SC)";"Total";"69911";"18695";"1236";"419";"-";"2934";"4164";"-";"46"
"MU";"4218756";"Tunápolis (SC)";"Total";"4036";"216";"3";"5";"6";"26";"34";"-";"-"
"MU";"4218806";"Turvo (SC)";"Total";"9112";"1818";"44";"30";"-";"160";"287";"-";"26"
"MU";"4218855";"União do Oeste (SC)";"Total";"2100";"307";"-";"-";"-";"7";"20";"-";"-"
"MU";"4218905";"Urubici (SC)";"Total";"7309";"1507";"122";"5";"20";"157";"299";"-";"-"
"MU";"4218954";"Urupema (SC)";"Total";"1970";"261";"17";"2";"2";"44";"28";"-";"-"
"MU";"4219002";"Urussanga (SC)";"Total";"14981";"2860";"76";"89";"-";"215";"544";"-";"-"
"MU";"4219101";"Vargeão (SC)";"Total";"2427";"639";"14";"-";"-";"44";"49";"-";"-"
"MU";"4219150";"Vargem (SC)";"Total";"2104";"170";"-";"-";"-";"3";"14";"-";"-"
"MU";"4219176";"Vargem Bonita (SC)";"Total";"2770";"972";"-";"-";"-";"103";"69";"-";"-"
"MU";"4219200";"Vidal Ramos (SC)";"Total";"4870";"425";"-";"33";"-";"-";"73";"-";"-"
"MU";"4219309";"Videira (SC)";"Total";"36526";"9060";"358";"316";"10";"1028";"906";"-";"-"
"MU";"4219358";"Vitor Meireles (SC)";"Total";"3470";"1034";"-";"-";"-";"20";"77";"-";"-"
"MU";"4219408";"Witmarsum (SC)";"Total";"2759";"819";"2";"-";"-";"64";"53";"9";"-"
"MU";"4219507";"Xanxerê (SC)";"Total";"30332";"11311";"443";"225";"-";"996";"1150";"-";"-"
"MU";"4219606";"Xavantina (SC)";"Total";"2555";"282";"-";"-";"-";"482";"-";"-";"9"
"MU";"4219705";"Xaxim (SC)";"Total";"20268";"6177";"55";"160";"9";"497";"454";"-";"-"
"MU";"4219853";"Zortéa (SC)";"Total";"2610";"525";"-";"3";"-";"86";"97";"-";"-"
"MU";"4220000";"Balneário Rincão (SC)";"Total";"7650";"4327";"280";"100";"-";"751";"714";"-";"-"
"MU";"4300034";"Aceguá (RS)";"Total";"1812";"1304";"40";"52";"-";"40";"381";"13";"-"
"MU";"4300059";"Água Santa (RS)";"Total";"2797";"510";"17";"-";"-";"8";"66";"-";"19"
"MU";"4300109";"Agudo (RS)";"Total";"7459";"6416";"57";"135";"-";"58";"211";"-";"-"
"MU";"4300208";"Ajuricaba (RS)";"Total";"3260";"2433";"79";"-";"-";"188";"89";"-";"-"
"MU";"4300307";"Alecrim (RS)";"Total";"4710";"782";"11";"-";"-";"36";"21";"-";"-"
"MU";"4300406";"Alegrete (RS)";"Total";"35678";"16156";"2305";"1745";"-";"2054";"6198";"41";"20"
"MU";"4300455";"Alegria (RS)";"Total";"2486";"751";"-";"-";"-";"5";"43";"-";"-"
"MU";"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"1487";"236";"-";"-";"-";"13";"16";"-";"-"
"MU";"4300505";"Alpestre (RS)";"Total";"5717";"611";"-";"12";"-";"38";"24";"-";"-"
"MU";"4300554";"Alto Alegre (RS)";"Total";"1489";"118";"-";"-";"-";"6";"2";"-";"-"
"MU";"4300570";"Alto Feliz (RS)";"Total";"2272";"447";"-";"-";"-";"32";"24";"-";"-"
"MU";"4300604";"Alvorada (RS)";"Total";"79225";"33664";"4206";"14471";"69";"6304";"23025";"57";"-"
"MU";"4300638";"Amaral Ferrador (RS)";"Total";"3990";"635";"13";"15";"-";"16";"38";"-";"-"
"MU";"4300646";"Ametista do Sul (RS)";"Total";"5645";"897";"-";"-";"-";"83";"94";"-";"-"
"MU";"4300661";"André da Rocha (RS)";"Total";"847";"148";"3";"-";"-";"7";"5";"-";"2"
"MU";"4300703";"Anta Gorda (RS)";"Total";"4971";"347";"2";"3";"-";"45";"21";"-";"3"
"MU";"4300802";"Antônio Prado (RS)";"Total";"10321";"995";"78";"47";"-";"132";"190";"-";"-"
"MU";"4300851";"Arambaré (RS)";"Total";"2537";"637";"77";"47";"-";"72";"330";"-";"-"
"MU";"4300877";"Araricá (RS)";"Total";"4224";"2743";"24";"49";"-";"135";"166";"-";"-"
"MU";"4300901";"Aratiba (RS)";"Total";"5383";"395";"26";"6";"-";"47";"7";"-";"-"
"MU";"4301008";"Arroio do Meio (RS)";"Total";"14073";"4481";"160";"144";"-";"229";"228";"13";"10"
"MU";"4301057";"Arroio do Sal (RS)";"Total";"6388";"1789";"269";"285";"-";"334";"724";"6";"15"
"MU";"4301073";"Arroio do Padre (RS)";"Total";"66";"2088";"14";"-";"-";"15";"170";"-";"-"
"MU";"4301107";"Arroio dos Ratos (RS)";"Total";"7784";"3162";"388";"405";"-";"157";"949";"-";"-"
"MU";"4301206";"Arroio do Tigre (RS)";"Total";"8801";"1923";"31";"5";"-";"8";"13";"-";"-"
"MU";"4301305";"Arroio Grande (RS)";"Total";"7559";"2343";"480";"706";"-";"299";"4196";"-";"-"
"MU";"4301404";"Arvorezinha (RS)";"Total";"8484";"575";"4";"6";"-";"56";"34";"-";"5"
"MU";"4301503";"Augusto Pestana (RS)";"Total";"4163";"2117";"13";"3";"-";"31";"70";"-";"-"
"MU";"4301552";"Áurea (RS)";"Total";"2881";"196";"-";"-";"-";"19";"-";"-";"-"
"MU";"4301602";"Bagé (RS)";"Total";"42808";"23581";"7097";"7526";"-";"3447";"18853";"35";"46"
"MU";"4301636";"Balneário Pinhal (RS)";"Total";"7098";"2536";"508";"910";"-";"752";"1432";"-";"5"
"MU";"4301651";"Barão (RS)";"Total";"4395";"1059";"5";"3";"-";"114";"125";"-";"-"
"MU";"4301701";"Barão de Cotegipe (RS)";"Total";"5584";"617";"18";"-";"-";"78";"49";"-";"3"
"MU";"4301750";"Barão do Triunfo (RS)";"Total";"4154";"1006";"11";"23";"-";"33";"88";"-";"5"
"MU";"4301800";"Barracão (RS)";"Total";"3392";"833";"6";"-";"-";"56";"28";"-";"-"
"MU";"4301859";"Barra do Guarita (RS)";"Total";"1923";"580";"22";"-";"-";"14";"140";"-";"5"
"MU";"4301875";"Barra do Quaraí (RS)";"Total";"1431";"1171";"16";"130";"-";"96";"711";"-";"24"
"MU";"4301909";"Barra do Ribeiro (RS)";"Total";"6025";"2358";"362";"452";"15";"495";"1070";"-";"12"
"MU";"4301925";"Barra do Rio Azul (RS)";"Total";"1515";"54";"-";"3";"-";"-";"-";"-";"-"
"MU";"4301958";"Barra Funda (RS)";"Total";"1920";"232";"-";"-";"-";"32";"23";"-";"-"
"MU";"4302006";"Barros Cassal (RS)";"Total";"6656";"1137";"27";"13";"-";"352";"29";"-";"-"
"MU";"4302055";"Benjamin Constant do Sul (RS)";"Total";"1298";"434";"-";"-";"-";"10";"18";"-";"-"
"MU";"4302105";"Bento Gonçalves (RS)";"Total";"79772";"18125";"1687";"1322";"-";"2325";"5353";"-";"-"
"MU";"4302154";"Boa Vista das Missões (RS)";"Total";"1318";"364";"4";"3";"-";"4";"9";"-";"-"
"MU";"4302204";"Boa Vista do Buricá (RS)";"Total";"5475";"589";"22";"-";"3";"17";"56";"-";"-"
"MU";"4302220";"Boa Vista do Cadeado (RS)";"Total";"1568";"415";"8";"-";"-";"2";"9";"-";"-"
"MU";"4302238";"Boa Vista do Incra (RS)";"Total";"1252";"715";"2";"8";"-";"-";"10";"-";"-"
"MU";"4302253";"Boa Vista do Sul (RS)";"Total";"2397";"116";"1";"-";"-";"12";"18";"-";"-"
"MU";"4302303";"Bom Jesus (RS)";"Total";"7077";"2020";"61";"111";"-";"155";"206";"-";"10"
"MU";"4302352";"Bom Princípio (RS)";"Total";"10113";"1004";"60";"18";"-";"141";"227";"-";"-"
"MU";"4302378";"Bom Progresso (RS)";"Total";"872";"776";"115";"-";"-";"-";"81";"-";"-"
"MU";"4302402";"Bom Retiro do Sul (RS)";"Total";"7001";"3239";"59";"41";"-";"199";"243";"-";"-"
"MU";"4302451";"Boqueirão do Leão (RS)";"Total";"5186";"309";"7";"-";"-";"-";"40";"-";"-"
"MU";"4302501";"Bossoroca (RS)";"Total";"3179";"1484";"225";"21";"-";"275";"86";"-";"-"
"MU";"4302584";"Bozano (RS)";"Total";"1558";"324";"5";"6";"-";"4";"34";"-";"2"
"MU";"4302600";"Braga (RS)";"Total";"1994";"767";"29";"-";"-";"3";"81";"-";"-"
"MU";"4302659";"Brochier (RS)";"Total";"2758";"1552";"17";"17";"-";"15";"108";"-";"-"
"MU";"4302709";"Butiá (RS)";"Total";"9623";"4437";"120";"438";"-";"316";"1744";"-";"19"
"MU";"4302808";"Caçapava do Sul (RS)";"Total";"19258";"4995";"966";"449";"-";"607";"2657";"-";"-"
"MU";"4302907";"Cacequi (RS)";"Total";"5995";"2254";"415";"436";"-";"187";"603";"-";"-"
"MU";"4303004";"Cachoeira do Sul (RS)";"Total";"50507";"12770";"1711";"1883";"12";"1275";"2859";"-";"42"
"MU";"4303103";"Cachoeirinha (RS)";"Total";"59041";"28577";"3895";"5869";"35";"4800";"16625";"-";"-"
"MU";"4303202";"Cacique Doble (RS)";"Total";"3261";"466";"-";"-";"1";"15";"338";"-";"-"
"MU";"4303301";"Caibaté (RS)";"Total";"3297";"718";"26";"-";"-";"13";"158";"-";"-"
"MU";"4303400";"Caiçara (RS)";"Total";"3887";"409";"-";"3";"-";"4";"38";"-";"-"
"MU";"4303509";"Camaquã (RS)";"Total";"30525";"18398";"846";"802";"28";"1527";"2602";"7";"16"
"MU";"4303558";"Camargo (RS)";"Total";"2378";"173";"3";"7";"-";"11";"43";"-";"-"
"MU";"4303608";"Cambará do Sul (RS)";"Total";"3422";"1482";"56";"16";"-";"87";"481";"-";"-"
"MU";"4303673";"Campestre da Serra (RS)";"Total";"2516";"306";"5";"-";"-";"65";"36";"-";"-"
"MU";"4303707";"Campina das Missões (RS)";"Total";"4864";"296";"8";"5";"-";"66";"63";"-";"-"
"MU";"4303806";"Campinas do Sul (RS)";"Total";"3962";"718";"10";"-";"-";"14";"37";"-";"-"
"MU";"4303905";"Campo Bom (RS)";"Total";"34287";"15993";"713";"312";"-";"1344";"2664";"-";"-"
"MU";"4304002";"Campo Novo (RS)";"Total";"2728";"1246";"39";"21";"-";"120";"170";"-";"-"
"MU";"4304101";"Campos Borges (RS)";"Total";"2777";"368";"10";"8";"-";"19";"17";"-";"-"
"MU";"4304200";"Candelária (RS)";"Total";"14914";"9482";"196";"159";"-";"640";"378";"-";"-"
"MU";"4304309";"Cândido Godói (RS)";"Total";"4067";"1502";"-";"4";"-";"73";"44";"-";"-"
"MU";"4304358";"Candiota (RS)";"Total";"4558";"2331";"236";"361";"-";"192";"1475";"-";"4"
"MU";"4304408";"Canela (RS)";"Total";"27106";"8690";"900";"709";"69";"1278";"3592";"-";"-"
"MU";"4304507";"Canguçu (RS)";"Total";"17513";"21277";"971";"724";"-";"574";"3399";"-";"10"
"MU";"4304606";"Canoas (RS)";"Total";"166720";"61547";"10763";"16744";"86";"13165";"36344";"115";"21"
"MU";"4304614";"Canudos do Vale (RS)";"Total";"1286";"233";"-";"-";"-";"5";"-";"-";"-"
"MU";"4304622";"Capão Bonito do Sul (RS)";"Total";"1257";"186";"12";"-";"-";"12";"56";"-";"-"
"MU";"4304630";"Capão da Canoa (RS)";"Total";"32104";"10889";"1829";"2142";"-";"3051";"4606";"23";"73"
"MU";"4304655";"Capão do Cipó (RS)";"Total";"2038";"650";"3";"-";"2";"14";"64";"-";"-"
"MU";"4304663";"Capão do Leão (RS)";"Total";"5504";"8306";"1051";"1592";"45";"655";"5721";"3";"6"
"MU";"4304671";"Capivari do Sul (RS)";"Total";"2325";"682";"27";"64";"7";"277";"115";"-";"-"
"MU";"4304689";"Capela de Santana (RS)";"Total";"6164";"2428";"87";"149";"14";"256";"623";"-";"-"
"MU";"4304697";"Capitão (RS)";"Total";"2247";"269";"3";"13";"-";"7";"12";"-";"-"
"MU";"4304705";"Carazinho (RS)";"Total";"36470";"14063";"513";"592";"30";"1144";"1368";"24";"-"
"MU";"4304713";"Caraá (RS)";"Total";"4807";"1282";"114";"51";"17";"142";"196";"-";"6"
"MU";"4304804";"Carlos Barbosa (RS)";"Total";"22904";"3156";"148";"107";"-";"215";"533";"-";"-"
"MU";"4304853";"Carlos Gomes (RS)";"Total";"1201";"46";"-";"-";"-";"4";"2";"-";"-"
"MU";"4304903";"Casca (RS)";"Total";"7784";"498";"36";"-";"-";"60";"86";"-";"-"
"MU";"4304952";"Caseiros (RS)";"Total";"2248";"358";"-";"16";"-";"14";"6";"-";"-"
"MU";"4305009";"Catuípe (RS)";"Total";"5803";"1638";"24";"15";"-";"71";"192";"-";"16"
"MU";"4305108";"Caxias do Sul (RS)";"Total";"280905";"70126";"11228";"9571";"39";"14362";"24379";"86";"171"
"MU";"4305116";"Centenário (RS)";"Total";"2407";"55";"-";"-";"-";"-";"-";"-";"-"
"MU";"4305124";"Cerrito (RS)";"Total";"1680";"1541";"139";"258";"-";"120";"1457";"1";"6"
"MU";"4305132";"Cerro Branco (RS)";"Total";"1802";"1648";"17";"3";"-";"-";"35";"4";"-"
"MU";"4305157";"Cerro Grande (RS)";"Total";"1529";"515";"-";"2";"-";"-";"54";"-";"-"
"MU";"4305173";"Cerro Grande do Sul (RS)";"Total";"5593";"2188";"69";"17";"-";"61";"149";"-";"-"
