uf;municipio;lat;long;population;catolica-apostolica-romana;evangelicas;espirita;umbanda-e-candomble;tradicoes-indigenas;outras-religiosidades;sem-religiao;nao-sabe;sem-declaracao
CE;Cedro;-6.6049605;-39.059743148;19762;81.09;15.338;0.086;0.106;0.0;0.658;2.621;0.0;0.101
CE;Chaval;-3.0389011891;-41.2445958219;10611;80.567;14.73;0.0;0.32;0.0;1.008;3.298;0.0;0.075
CE;Choró;-4.8425156593;-39.1374675316;10306;81.04;17.01;0.126;0.437;0.0;0.388;0.999;0.0;0.0
CE;Chorozinho;-4.302170914;-38.5012856667;17368;63.87;27.027;0.0;0.121;0.0;3.593;5.389;0.0;0.0
CE;Coreaú;-3.5494878611;-40.6569510758;17831;89.748;8.115;0.0;0.174;0.0;0.673;1.29;0.0;0.0
CE;Crateús;-5.1769505508;-40.6684001308;66563;73.355;14.933;0.168;0.389;0.0;5.246;5.604;0.035;0.27
CE;Crato;-7.2317527899;-39.4083902978;112949;81.286;11.148;1.501;0.397;0.0;1.523;4.127;0.0;0.019
CE;Croatá;-4.4140572655;-40.9090450982;15073;88.814;8.698;0.04;0.0;0.0;0.896;1.533;0.0;0.02
CE;Cruz;-2.9167080504;-40.1712787065;25248;79.955;16.08;0.182;0.091;0.0;0.947;2.745;0.0;0.0
CE;Deputado Irapuan Pinheiro;-5.9089623738;-39.2615417651;7943;87.977;10.424;0.0;0.063;0.0;0.176;1.36;0.0;0.0
CE;Ererê;-6.0313327299;-38.3472589621;5604;88.615;8.958;0.0;0.143;0.0;1.071;1.213;0.0;0.0
CE;Eusébio;-3.8869728867;-38.4451218386;63274;59.691;26.512;1.708;0.351;0.016;4.213;7.483;0.0;0.025
CE;Farias Brito;-6.9271099806;-39.5708350212;15902;85.385;10.973;0.088;0.0;0.0;1.383;2.094;0.0;0.075
CE;Forquilha;-3.7989577431;-40.2587689981;20831;70.621;22.39;0.0;0.082;0.0;1.56;5.237;0.0;0.11
CE;Fortaleza;-3.723805035;-38.589927555;2133112;60.031;26.31;1.214;0.607;0.013;3.966;7.638;0.099;0.122
CE;Fortim;-4.4498049174;-37.798975486;15095;61.762;29.526;0.523;0.179;0.0;2.557;5.419;0.0;0.033
CE;Frecheirinha;-3.7606119315;-40.8214052012;13197;81.359;14.299;0.03;0.038;0.0;0.644;3.63;0.0;0.0
CE;General Sampaio;-4.0510412747;-39.4535299504;5756;85.667;11.657;0.122;0.174;0.0;1.025;1.355;0.0;0.0
CE;Graça;-4.046938794;-40.7555248996;11912;82.186;9.973;0.034;0.235;0.0;1.15;6.422;0.0;0.0
CE;Granja;-3.1189521562;-40.829938991;45554;79.275;8.873;0.086;0.009;0.0;7.859;3.787;0.061;0.05
CE;Granjeiro;-6.8888843729;-39.2203088858;4189;94.557;4.058;0.0;0.0;0.0;0.286;1.098;0.0;0.0
CE;Groaíras;-3.9119541292;-40.3821460239;9542;70.488;16.412;0.042;0.618;0.0;3.28;9.097;0.0;0.063
CE;Guaiúba;-4.0402435005;-38.6344347805;20780;73.364;21.588;0.207;0.063;0.048;1.136;3.542;0.0;0.053
CE;Guaraciaba do Norte;-4.1624510671;-40.7526331779;35702;84.287;11.932;0.025;0.106;0.0;1.025;2.625;0.0;0.0
CE;Guaramiranga;-4.2620509186;-38.9406332851;4964;79.553;11.906;0.645;0.181;0.06;1.914;5.741;0.0;0.0
CE;Hidrolândia;-4.4079994443;-40.4018171244;15470;76.858;16.348;0.052;0.162;0.0;0.97;5.611;0.0;0.0
CE;Horizonte;-4.093278;-38.4942395586;63460;57.271;27.345;0.091;0.394;0.019;1.672;12.884;0.0;0.325
CE;Ibaretama;-4.8186515779;-38.8216783127;10228;80.915;16.367;0.108;0.059;0.0;0.479;2.073;0.0;0.0
CE;Ibiapina;-3.9361312622;-40.8939290198;20348;85.374;11.672;0.054;0.644;0.0;0.796;1.401;0.0;0.059
CE;Ibicuitinga;-4.9691664228;-38.6408630486;10127;77.012;18.93;0.069;0.0;0.0;0.701;3.239;0.0;0.049
CE;Icapuí;-4.7155494878;-37.3535630986;18616;54.985;29.878;0.333;0.0;0.0;4.738;9.943;0.0;0.124
CE;Icó;-6.4030312519;-38.8630851789;54385;81.524;14.133;0.09;0.3;0.0;1.212;2.703;0.0;0.039
CE;Iguatu;-6.36055472;-39.2999056782;85475;75.417;16.074;0.35;0.151;0.0;2.082;5.757;0.0;0.168
CE;Independência;-5.3980281003;-40.3093482606;21221;87.286;8.972;0.052;0.174;0.0;0.415;3.058;0.0;0.042
CE;Ipaporanga;-4.9006297857;-40.75796634;10092;83.462;13.535;0.0;0.059;0.0;0.892;1.853;0.0;0.198
CE;Ipaumirim;-6.7883612602;-38.7159037441;10325;83.893;11.884;0.0;0.087;0.0;0.91;3.225;0.0;0.0
CE;Ipu;-4.3134316852;-40.7187261447;35236;87.876;8.537;0.241;0.199;0.0;1.385;1.762;0.0;0.0
CE;Ipueiras;-4.543785495;-40.7156965106;31852;83.119;11.396;0.031;0.301;0.0;1.3;3.72;0.035;0.097
CE;Iracema;-5.8098425529;-38.3046616557;12176;84.272;8.903;0.583;0.172;0.0;1.265;4.763;0.0;0.041
CE;Irauçuba;-3.7454188017;-39.7922381151;20246;75.941;19.441;0.0;0.0;0.0;0.469;4.085;0.0;0.064
CE;Itaiçaba;-4.6834047119;-37.8216295137;6602;77.992;18.54;0.015;0.045;0.0;0.47;2.893;0.0;0.045
CE;Itaitinga;-3.9704590163;-38.5264051495;56349;55.843;30.938;0.305;0.607;0.041;2.948;9.163;0.0;0.156
CE;Itapajé;-3.6856731098;-39.5835332386;39865;67.746;26.083;0.0;0.05;0.0;1.688;4.325;0.0;0.108
CE;Itapipoca;-3.4994355;-39.5834815758;111146;72.068;23.421;0.164;0.123;0.318;1.052;2.649;0.0;0.206
CE;Itapiúna;-4.5547401747;-38.9206739559;15364;75.729;18.478;0.221;0.28;0.0;0.534;4.673;0.0;0.085
CE;Itarema;-2.923348;-39.9156777489;36342;70.662;22.112;0.041;0.116;2.006;1.277;3.607;0.165;0.014
CE;Itatira;-4.5289225623;-39.6179040159;17533;82.387;15.0;0.0;0.114;0.0;0.964;1.534;0.0;0.0
CE;Jaguaretama;-5.6108895632;-38.7625262979;14957;87.31;8.919;1.585;0.16;0.0;0.628;1.337;0.0;0.06
CE;Jaguaribara;-5.457502034;-38.4630972956;8965;83.67;12.538;0.245;0.0;0.0;0.703;2.777;0.0;0.067
CE;Jaguaribe;-5.886459045;-38.6230050493;29472;77.816;14.417;0.57;0.207;0.0;0.536;6.284;0.0;0.17
CE;Jaguaruana;-4.8395551683;-37.782391481;27758;84.203;12.069;0.141;0.522;0.0;0.976;2.053;0.0;0.036
CE;Jardim;-7.5855364657;-39.2841644574;23417;90.84;6.948;0.5;0.0;0.0;0.623;1.089;0.0;0.0
CE;Jati;-7.6927415948;-39.0051387612;6711;76.755;18.805;0.387;0.0;0.0;0.402;3.576;0.0;0.075
CE;Jijoca de Jericoacoara;-2.8996827089;-40.4387354019;21518;69.811;19.835;0.214;0.214;0.046;1.548;8.333;0.0;0.0
CE;Juazeiro do Norte;-7.210766;-39.3169933556;245645;81.138;11.524;0.856;0.627;0.004;1.926;3.9;0.012;0.015
CE;Jucás;-6.5225492731;-39.5267762434;20667;79.054;18.145;0.0;0.252;0.0;0.256;2.294;0.0;0.0
CE;Lavras da Mangabeira;-6.7547479768;-38.9672750539;26968;85.364;11.265;0.171;0.026;0.0;0.853;2.321;0.0;0.0
CE;Limoeiro do Norte;-5.15023902;-38.0990948705;52181;71.892;19.241;0.462;0.389;0.0;3.022;4.751;0.107;0.136
CE;Madalena;-4.8524341766;-39.5757886826;14524;81.589;16.187;0.0;0.069;0.0;0.207;1.907;0.0;0.041
CE;Maracanaú;-3.876964451;-38.6244186466;200735;53.828;32.815;0.513;0.504;0.01;4.583;7.653;0.012;0.082
CE;Maranguape;-3.89186946;-38.6858512477;90779;64.056;26.187;0.535;0.169;0.012;3.644;5.118;0.28;0.0
CE;Marco;-3.120707025;-40.1516436427;22001;92.528;6.836;0.0;0.0;0.045;0.15;0.441;0.0;0.0
CE;Martinópole;-3.2250122274;-40.6993551751;9275;83.817;10.868;0.216;0.129;0.0;0.701;4.27;0.0;0.0
CE;Massapê;-3.5238705843;-40.3421348648;32102;81.042;14.834;0.206;0.29;0.0;1.184;2.445;0.0;0.0
CE;Mauriti;-7.387398;-38.772795438;39022;87.284;9.999;0.466;0.082;0.0;0.805;1.363;0.0;0.0
CE;Meruoca;-3.5390066623;-40.4508809568;12990;87.275;9.938;0.0;0.1;0.0;0.608;2.079;0.0;0.0
CE;Milagres;-7.3104277968;-38.9431567662;22678;86.498;10.711;0.119;0.057;0.0;1.243;1.371;0.0;0.0
CE;Milhã;-5.6795641009;-39.2035741816;12427;89.088;9.705;0.0;0.097;0.0;0.282;0.829;0.0;0.0
CE;Miraíma;-3.5685999066;-39.970064882;12060;82.753;15.124;0.0;0.133;0.0;0.73;1.144;0.0;0.116
CE;Missão Velha;-7.2432315138;-39.1451977079;31257;85.882;11.14;0.131;0.288;0.0;0.237;2.195;0.0;0.128
CE;Mombaça;-5.74700454;-39.6244052479;32947;81.136;14.951;0.0;0.2;0.0;0.75;2.862;0.07;0.03
CE;Monsenhor Tabosa;-4.7830912915;-40.0700674616;14849;81.285;15.53;0.195;0.101;0.182;1.104;1.603;0.0;0.0
CE;Morada Nova;-5.0969520002;-38.3649073451;54158;73.044;19.21;0.118;0.179;0.0;1.56;5.84;0.0;0.048
CE;Moraújo;-3.4663632744;-40.6835989271;7063;85.573;9.783;0.071;0.071;0.0;1.487;2.492;0.085;0.439
CE;Morrinhos;-3.2288305343;-40.1241788929;19151;81.604;16.547;0.0;0.183;0.0;0.261;1.352;0.0;0.052
CE;Mucambo;-3.9060299796;-40.7452804652;11895;80.269;13.569;0.084;0.084;0.0;0.227;5.725;0.0;0.042
CE;Mulungu;-4.2995283201;-38.9930659239;9028;75.886;17.8;0.942;0.066;0.0;2.692;2.614;0.0;0.0
CE;Nova Olinda;-7.0841028114;-39.6794854727;12935;80.858;15.075;0.116;0.039;0.0;0.75;3.162;0.0;0.0
CE;Nova Russas;-4.7068083499;-40.5653033549;26758;75.622;15.681;0.71;0.792;0.0;1.835;5.359;0.0;0.0
CE;Novo Oriente;-5.5338648355;-40.7747672682;24006;78.076;17.896;0.0;0.071;0.0;0.55;3.333;0.0;0.075
CE;Ocara;-4.4850665445;-38.5985379828;21416;76.387;19.07;0.0;0.154;0.0;1.153;3.236;0.0;0.0
CE;Orós;-6.2427987837;-38.9135959845;17277;77.386;18.209;0.0;0.0;0.0;0.532;3.803;0.0;0.069
CE;Pacajus;-4.17054051;-38.4670222649;61043;63.298;28.192;0.179;0.283;0.0;3.552;4.358;0.0;0.139
CE;Pacatuba;-3.9861200223;-38.618299312;68820;52.124;34.032;0.36;0.296;0.076;3.354;9.625;0.0;0.132
CE;Pacoti;-4.2247654331;-38.9258889387;9608;86.178;11.293;0.177;0.052;0.0;1.145;1.155;0.0;0.0
CE;Pacujá;-3.9783943861;-40.6967361073;5378;84.957;10.599;0.205;0.0;0.0;1.097;3.142;0.0;0.0
CE;Palhano;-4.7439450768;-37.9662351611;8224;80.922;16.695;0.049;0.122;0.0;1.034;0.924;0.0;0.255
CE;Palmácia;-4.1489817745;-38.8450290663;8903;77.94;18.073;0.135;0.494;0.034;0.539;2.786;0.0;0.0
CE;Paracuru;-3.4116350092;-39.0295453441;33439;62.971;27.094;0.269;0.574;0.0;2.581;6.43;0.0;0.081
CE;Paraipaba;-3.4361967279;-39.1481155272;27470;59.934;32.443;0.16;0.102;0.0;2.596;4.736;0.0;0.029
CE;Parambu;-6.2103360017;-40.6942072413;27255;70.556;23.691;0.033;0.128;0.0;2.304;3.196;0.0;0.092
CE;Paramoti;-4.097432332;-39.239466495;9050;89.359;9.381;0.0;0.0;0.0;0.939;0.32;0.0;0.0
CE;Pedra Branca;-5.4546855;-39.7139376447;35243;86.491;10.578;0.088;0.19;0.0;1.146;1.484;0.0;0.023
CE;Penaforte;-7.8299146121;-39.0741275241;7569;76.655;20.161;0.0;0.0;0.0;1.07;2.048;0.0;0.066
CE;Pentecoste;-3.7962667362;-39.2670087315;32579;75.638;20.056;0.138;0.249;0.034;1.731;2.047;0.0;0.107
CE;Pereiro;-6.045076902;-38.459136039;13265;88.752;5.646;1.199;0.0;0.0;1.862;2.541;0.0;0.0
CE;Pindoretama;-4.0278039927;-38.3000879763;20067;71.785;23.202;0.573;0.359;0.0;1.605;2.437;0.0;0.04
CE;Piquet Carneiro;-5.8085695598;-39.4194062555;14759;83.583;11.335;0.23;0.102;0.0;0.515;4.181;0.0;0.054
CE;Pires Ferreira;-4.2421541432;-40.6465412478;9301;87.98;8.074;0.0;0.0;0.0;0.946;2.656;0.0;0.344
CE;Poranga;-4.7439507319;-40.9263795103;10369;82.197;12.74;0.029;0.501;0.637;1.013;2.623;0.0;0.26
CE;Porteiras;-7.5357464416;-39.1153314615;14577;83.714;13.048;0.123;0.185;0.0;0.947;1.859;0.0;0.123
CE;Potengi;-7.0901794696;-40.0321325357;7624;85.703;9.326;0.59;0.105;0.118;1.141;3.017;0.0;0.0
CE;Potiretama;-5.7216679037;-38.1579178532;5202;85.448;10.515;0.0;0.0;0.0;1.461;1.98;0.0;0.596
CE;Quiterianópolis;-5.8470092293;-40.7044888468;17610;82.306;14.969;0.0;0.108;0.085;0.92;1.613;0.0;0.0
CE;Quixadá;-4.9637;-39.0117446758;71739;71.604;21.854;0.538;0.379;0.0;0.995;4.541;0.0;0.088
CE;Quixelô;-6.2512119004;-39.2022943665;14075;83.027;11.659;0.0;0.0;0.0;0.675;4.519;0.028;0.092
CE;Quixeramobim;-5.1984048374;-39.294354227;70706;76.217;17.246;0.332;0.362;0.0;1.218;4.577;0.0;0.048
CE;Quixeré;-5.0687289544;-37.9905222251;18167;78.736;13.965;0.391;0.242;0.0;0.639;5.895;0.0;0.132
CE;Redenção;-4.2229581502;-38.7295707506;23412;69.17;24.137;0.145;0.141;0.0;1.572;4.809;0.0;0.026
CE;Reriutaba;-4.1415676008;-40.5846120037;16048;86.914;8.948;0.137;0.0;0.0;1.315;2.605;0.0;0.081
CE;Russas;-4.9397378154;-37.9754312969;63610;75.444;18.898;0.327;0.197;0.0;1.508;3.613;0.0;0.014
CE;Saboeiro;-6.5364333525;-39.9045806984;11992;73.466;18.037;0.133;0.0;0.0;1.376;6.871;0.0;0.117
CE;Salitre;-7.284528685;-40.4647520646;13950;80.495;15.419;0.043;0.057;0.0;1.247;2.738;0.0;0.0
CE;Santana do Acaraú;-3.4597753417;-40.2094628598;26345;87.132;11.11;0.038;0.148;0.0;0.376;1.196;0.0;0.0
CE;Santana do Cariri;-7.1808977833;-39.7379797815;14441;88.339;8.891;0.125;0.111;0.0;0.464;1.897;0.0;0.173
CE;Santa Quitéria;-4.3332705;-40.1535078136;34967;85.589;9.912;0.52;0.14;0.0;1.107;2.731;0.0;0.0
CE;São Benedito;-4.04472699;-40.8644898758;40261;86.513;9.597;0.022;0.199;0.0;1.143;2.447;0.0;0.079
CE;São Gonçalo do Amarante;-3.6056325;-38.9720758653;45991;60.647;26.96;0.194;0.361;0.0;4.403;7.436;0.0;0.0
CE;São João do Jaguaribe;-5.2686305505;-38.2719407044;5305;77.286;17.474;0.377;0.0;0.0;1.734;3.129;0.0;0.0
CE;São Luís do Curu;-3.6730092532;-39.241606185;9323;67.65;27.03;0.054;0.15;0.0;0.794;4.076;0.161;0.086
CE;Senador Pompeu;-5.5893437521;-39.3753253308;21201;84.671;11.584;0.047;0.297;0.0;0.939;2.415;0.0;0.047
CE;Senador Sá;-3.351789628;-40.4637920044;6186;85.904;10.831;0.0;0.21;0.032;0.824;2.199;0.0;0.0
CE;Sobral;-3.6880376838;-40.3486680337;174844;74.78;16.373;0.585;0.492;0.005;2.71;4.999;0.01;0.045
CE;Solonópole;-5.726351291;-39.0082249132;16094;88.691;8.904;0.031;0.18;0.043;0.82;1.261;0.0;0.068
CE;Tabuleiro do Norte;-5.2438038699;-38.1297371282;27006;71.991;19.429;0.2;0.0;0.0;2.122;6.225;0.0;0.033
CE;Tamboril;-4.8339285832;-40.3190685133;21668;82.943;11.575;0.106;0.411;0.0;1.001;3.655;0.212;0.097
CE;Tarrafas;-6.6825903147;-39.7584941949;6620;78.973;16.224;0.0;0.0;0.0;1.027;2.764;0.0;1.012
CE;Tauá;-6.0029989399;-40.2926246551;53268;69.083;22.984;0.511;0.205;0.0;2.75;4.207;0.0;0.261
CE;Tejuçuoca;-3.9897118086;-39.5768263617;14512;82.552;15.684;0.034;0.083;0.0;0.841;0.71;0.028;0.069
CE;Tianguá;-3.722674;-40.9917056227;68562;78.53;16.061;0.311;0.168;0.0;2.458;2.369;0.0;0.104
CE;Trairi;-3.2644201691;-39.2722318726;49168;67.892;26.643;0.045;0.041;0.0;1.025;4.153;0.0;0.201
CE;Tururu;-3.5955952355;-39.434363537;13079;65.51;28.863;0.061;0.092;0.0;3.884;1.506;0.0;0.084
CE;Ubajara;-3.8484914352;-40.907143928;27730;79.073;16.736;0.231;0.061;0.0;1.54;2.272;0.0;0.087
CE;Umari;-6.6472443752;-38.7013257159;6065;80.874;15.004;0.148;0.33;0.0;0.577;3.001;0.0;0.066
CE;Umirim;-3.6755618981;-39.3423844043;14693;68.162;25.938;0.02;0.02;0.0;1.225;4.635;0.0;0.0
CE;Uruburetama;-3.6230168337;-39.5081780698;16988;70.797;23.711;0.047;0.112;0.0;1.36;3.973;0.0;0.0
CE;Uruoca;-3.3132306604;-40.5611630277;11768;76.759;17.514;0.187;0.212;0.0;0.646;4.58;0.0;0.102
CE;Varjota;-4.1828222828;-40.4789932741;15413;76.714;15.487;0.0;0.084;0.0;2.219;5.145;0.324;0.026
CE;Várzea Alegre;-6.7918458556;-39.2989329971;34226;86.42;10.311;0.216;0.032;0.0;0.716;2.191;0.0;0.114
CE;Viçosa do Ceará;-3.5660127532;-41.091629075;50398;82.424;13.558;0.278;0.0;0.0;1.016;2.663;0.014;0.048
RN;Acari;-6.4420850889;-36.64373887;9459;87.652;8.859;0.106;0.106;0.0;0.507;2.749;0.0;0.021
RN;Açu;-5.5719459992;-36.91792322;49337;70.764;20.216;0.383;0.209;0.0;1.978;6.45;0.0;0.0
RN;Afonso Bezerra;-5.4987342681;-36.509148234;9402;75.718;18.762;0.0;0.191;0.0;1.457;3.872;0.0;0.0
RN;Água Nova;-6.2047167188;-38.2908249542;2578;80.799;10.085;0.97;0.427;0.0;2.909;4.81;0.0;0.0
RN;Alexandria;-6.4171363379;-38.0192888913;12048;83.508;12.882;0.042;0.0;0.0;0.905;2.664;0.0;0.0
RN;Almino Afonso;-6.1574206925;-37.7631253024;4207;80.128;12.099;0.119;0.071;0.0;1.07;6.513;0.0;0.0
RN;Alto do Rodrigues;-5.2938077876;-36.7594926142;10796;72.916;20.961;0.157;0.046;0.0;0.936;4.863;0.0;0.12
RN;Angicos;-5.6603653291;-36.6054328738;10211;73.068;16.071;0.078;0.402;0.0;1.861;8.471;0.049;0.0
RN;Antônio Martins;-6.2160044547;-37.8857345656;5857;78.948;15.742;0.085;0.0;0.0;0.632;4.593;0.0;0.0
RN;Apodi;-5.6637698192;-37.7977844763;32002;73.542;18.964;0.084;0.066;0.0;1.7;5.218;0.022;0.403
RN;Areia Branca;-4.9528976306;-37.1312717157;20995;67.126;23.144;0.376;0.533;0.0;1.853;6.754;0.0;0.214
RN;Arez;-6.1937122745;-35.1606360959;11336;66.126;22.636;0.124;0.344;0.0;2.514;8.098;0.159;0.0
RN;Campo Grande;-5.858114424;-37.3088725642;8634;88.105;8.895;0.058;0.51;0.0;1.251;1.181;0.0;0.0
RN;Baía Formosa;-6.3699923042;-35.0090361818;7617;46.449;34.292;0.433;0.302;0.932;10.411;7.116;0.0;0.066
RN;Baraúna;-5.0766181048;-37.6181801951;23143;60.671;24.634;0.013;0.022;0.0;2.515;12.047;0.0;0.099
RN;Barcelona;-5.9481318483;-35.926794528;3509;83.272;11.912;0.598;0.085;0.0;0.855;3.277;0.0;0.0
RN;Bento Fernandes;-5.6923833177;-35.8216988907;4166;73.188;17.451;0.0;0.072;0.0;0.768;8.521;0.0;0.0
RN;Bodó;-5.9880452499;-36.4138377023;2053;85.631;10.521;0.0;0.146;0.0;0.0;3.702;0.0;0.0
RN;Bom Jesus;-5.9863188523;-35.5888032898;8655;77.966;16.28;0.601;0.139;0.0;0.682;4.333;0.0;0.0
RN;Brejinho;-6.1925790587;-35.357354054;10478;70.91;19.326;0.143;0.363;0.0;1.899;7.311;0.0;0.048
RN;Caiçara do Norte;-5.0629944094;-36.0558571538;5335;75.239;20.787;0.0;0.075;0.0;0.769;3.037;0.056;0.037
RN;Caiçara do Rio do Vento;-5.7590871428;-35.9997904111;2785;79.21;12.819;0.323;0.0;0.0;0.575;7.074;0.0;0.0
RN;Caicó;-6.4591388314;-37.0964887712;54393;82.465;8.985;0.778;0.169;0.017;2.175;5.297;0.094;0.022
RN;Campo Redondo;-6.2433830532;-36.1825045694;8908;76.167;15.581;0.0;0.0;0.0;2.077;6.129;0.045;0.0
RN;Canguaretama;-6.3749252157;-35.128539664;24981;62.936;25.123;0.252;0.624;0.0;1.277;9.747;0.0;0.04
RN;Caraúbas;-5.7911761029;-37.5537021978;17560;71.259;17.614;0.068;0.0;0.0;1.595;9.465;0.0;0.0
RN;Carnaúba dos Dantas;-6.5607325174;-36.5952519215;6973;82.762;11.215;0.0;0.287;0.0;0.889;4.575;0.0;0.272
RN;Carnaubais;-5.3397853943;-36.8346423564;8485;73.07;17.949;0.082;0.035;0.0;1.945;6.918;0.0;0.0
RN;Ceará-Mirim;-5.6409835919;-35.4244869285;67696;71.273;21.279;0.57;0.391;0.006;1.297;5.028;0.016;0.139
RN;Cerro Corá;-6.0348271931;-36.3457414415;9677;86.442;8.742;0.806;0.0;0.0;1.271;2.738;0.0;0.0
RN;Coronel Ezequiel;-6.3834023903;-36.2147710444;4464;71.125;19.534;0.0;0.269;0.0;0.963;8.042;0.0;0.067
RN;Coronel João Pessoa;-6.2601122114;-38.4402581627;3722;82.456;14.858;0.215;0.081;0.0;0.296;2.096;0.0;0.0
RN;Cruzeta;-6.413176407;-36.7917053203;7123;86.817;7.385;0.098;0.0;0.0;1.53;4.17;0.0;0.0
RN;Currais Novos;-6.264672219;-36.516219221;36518;76.836;15.702;0.23;0.422;0.0;1.991;4.82;0.0;0.0
RN;Doutor Severiano;-6.0936873706;-38.3736830788;6191;85.204;12.179;0.097;0.0;0.0;0.42;2.068;0.032;0.0
RN;Parnamirim;-5.9103697583;-35.2592090739;220282;53.984;28.812;2.271;0.439;0.015;5.741;8.613;0.021;0.104
RN;Encanto;-6.1111342006;-38.3048789907;5184;84.298;11.593;0.212;0.0;0.0;0.116;3.781;0.0;0.0
RN;Equador;-6.9458427491;-36.7164124289;4712;73.663;18.527;0.064;0.085;0.0;1.931;5.73;0.0;0.0
RN;Espírito Santo;-6.3355717032;-35.3170907892;9155;70.639;21.606;0.044;0.044;0.0;2.021;5.112;0.0;0.535
RN;Extremoz;-5.7027099362;-35.314025432;52006;55.942;28.826;1.427;0.65;0.031;4.111;8.937;0.0;0.077
RN;Felipe Guerra;-5.6019617698;-37.6913850557;5370;45.736;21.099;0.13;0.0;0.0;9.963;23.073;0.0;0.0
RN;Fernando Pedroza;-5.6960157815;-36.5324535354;2558;74.394;20.133;0.0;0.078;0.0;0.86;4.535;0.0;0.0
RN;Florânia;-6.126951955;-36.8140762988;9012;87.583;9.854;0.055;0.122;0.0;0.688;1.698;0.0;0.0
RN;Francisco Dantas;-6.0880967167;-38.1256497554;2392;86.288;11.162;0.46;0.0;0.0;0.0;2.09;0.0;0.0
RN;Frutuoso Gomes;-6.1562327993;-37.840960754;3657;76.675;19.223;0.0;0.0;0.0;0.219;3.883;0.0;0.0
RN;Galinhos;-5.0916897784;-36.27464007;1770;65.028;28.814;0.282;0.0;0.0;4.068;1.808;0.0;0.0
RN;Goianinha;-6.25059039;-35.2177861245;22505;54.681;30.335;0.0;0.098;0.0;5.132;9.673;0.036;0.044
RN;Governador Dix-Sept Rosado;-5.4589138421;-37.521911843;10493;71.343;18.889;0.114;0.095;0.0;2.602;6.5;0.152;0.305
RN;Grossos;-4.9755148071;-37.15748416;8690;52.071;27.917;0.046;0.081;0.0;3.556;16.133;0.0;0.196
RN;Guamaré;-5.1073629546;-36.3181443774;13011;59.365;27.73;0.146;0.184;0.177;1.314;10.737;0.0;0.346
RN;Ielmo Marinho;-5.8153150383;-35.5528293751;9972;71.48;22.473;0.0;0.04;0.0;0.562;4.593;0.12;0.732
RN;Ipanguaçu;-5.4971483533;-36.8528746047;12197;75.035;17.004;0.049;0.221;0.0;2.435;5.255;0.0;0.0
RN;Ipueira;-6.8155507619;-37.1978561299;1803;90.238;5.768;0.111;0.111;0.0;0.277;3.494;0.0;0.0
RN;Itajá;-5.643547609;-36.8698181053;6352;75.283;15.397;0.582;0.094;0.0;2.267;6.376;0.0;0.0
RN;Itaú;-5.8379360734;-37.9882686257;4687;74.824;18.242;0.064;0.0;0.0;2.304;4.502;0.0;0.064
RN;Jaçanã;-6.4249733474;-36.2055929077;6861;76.986;16.732;0.0;0.0;0.0;0.714;5.568;0.0;0.0
RN;Jandaíra;-5.35528;-36.1305852719;5605;71.454;19.09;0.232;0.339;0.0;0.946;7.939;0.0;0.0
RN;Janduís;-6.0160927029;-37.4092111089;4161;84.956;9.733;0.0;0.072;0.0;0.817;4.422;0.0;0.0
RN;Boa Saúde;-6.1560980226;-35.6008919626;7816;66.453;23.938;0.0;0.0;0.0;0.908;8.7;0.0;0.0
RN;Japi;-6.4605660133;-35.945934828;4400;78.386;19.5;0.0;0.0;0.068;0.273;1.773;0.0;0.0
RN;Jardim de Angicos;-5.6526312124;-35.9699543298;2090;78.995;14.928;1.1;0.0;0.0;2.584;2.392;0.0;0.0
RN;Jardim de Piranhas;-6.3800975492;-37.3492178523;12202;88.477;6.917;0.188;0.213;0.0;0.606;3.598;0.0;0.0
RN;Jardim do Seridó;-6.5863362517;-36.7745815234;10591;89.331;6.883;0.293;0.0;0.0;0.567;2.795;0.0;0.132
RN;João Câmara;-5.5384233834;-35.8167878739;28309;79.378;15.465;0.18;0.067;0.11;1.243;3.487;0.0;0.071
RN;João Dias;-6.2761140978;-37.796960782;1819;76.526;20.561;0.0;0.0;0.0;0.275;2.639;0.0;0.0
RN;José da Penha;-6.3126884428;-38.2844030705;5146;78.469;17.353;0.058;0.155;0.0;1.263;2.701;0.0;0.0
RN;Jucurutu;-6.0334187841;-37.0202258294;15754;82.982;10.512;0.0;0.057;0.0;1.796;4.608;0.0;0.044
RN;Jundiá;-6.2691693311;-35.3277885219;3198;70.575;18.887;0.125;0.407;0.0;1.001;8.818;0.0;0.188
RN;Lagoa d'Anta;-6.3915023235;-35.5997951777;5660;75.76;18.958;0.035;0.0;0.0;0.565;4.682;0.0;0.0
RN;Lagoa de Pedras;-6.149739102;-35.4334827322;6341;81.564;13.294;0.126;0.268;0.0;1.34;3.375;0.032;0.0
RN;Lagoa de Velhos;-5.9999155193;-35.8706988331;2231;79.919;12.147;1.255;0.0;0.0;1.165;5.513;0.0;0.0
RN;Lagoa Nova;-6.0976692964;-36.4589606696;13396;84.301;11.279;0.321;0.164;0.0;1.471;2.269;0.0;0.194
RN;Lagoa Salgada;-6.1258182619;-35.4724975676;7105;75.215;17.326;0.028;0.0;0.0;1.59;5.841;0.0;0.0
RN;Lajes;-5.6988303588;-36.2427351264;8676;76.153;19.145;0.069;0.115;0.0;0.784;3.677;0.0;0.058
