uf;municipio;lat;long;population;catolica-apostolica-romana;evangelicas;espirita;umbanda-e-candomble;tradicoes-indigenas;outras-religiosidades;sem-religiao;nao-sabe;sem-declaracao
ES;João Neiva;-19.7529585989;-40.3808804853;12449;67.604;24.869;0.177;0.129;0.0;1.333;5.888;0.0;0.0
ES;Laranja da Terra;-19.8986934504;-41.0552443545;9967;24.832;72.881;0.0;0.0;0.0;0.401;1.886;0.0;0.0
ES;Linhares;-19.3981059345;-40.0653057987;142922;50.789;32.634;0.346;0.304;0.209;3.145;12.452;0.055;0.066
ES;Mantenópolis;-18.8611789662;-41.1177374788;11118;41.428;42.175;0.0;0.0;0.0;2.24;14.103;0.054;0.0
ES;Marataízes;-21.0429962753;-40.8301872857;36340;26.299;53.897;1.117;0.325;0.0;2.336;16.015;0.011;0.0
ES;Marechal Floriano;-20.426708592;-40.6803834329;15321;61.497;30.664;0.255;0.098;0.0;1.815;5.528;0.0;0.144
ES;Marilândia;-19.4128127578;-40.5509510036;10978;80.097;16.67;0.0;0.455;0.0;0.337;2.441;0.0;0.0
ES;Mimoso do Sul;-21.0653735082;-41.3644252659;21701;71.278;19.902;0.525;0.051;0.0;1.475;6.732;0.0;0.037
ES;Montanha;-18.1268566472;-40.3634208796;16360;61.663;27.414;0.031;0.073;0.0;4.181;6.528;0.0;0.11
ES;Mucurici;-18.0972363796;-40.5179268365;4765;65.142;23.484;0.273;0.0;0.0;1.679;9.129;0.0;0.294
ES;Muniz Freire;-20.4565455935;-41.4175137804;15751;67.259;25.548;0.819;0.235;0.0;1.321;4.704;0.0;0.114
ES;Muqui;-20.9536923095;-41.3462139984;12086;70.04;22.116;0.612;0.141;0.0;2.085;4.989;0.0;0.017
ES;Nova Venécia;-18.7129060016;-40.401547877;42865;64.64;26.523;0.341;0.042;0.0;2.377;5.853;0.065;0.159
ES;Pancas;-19.2244197861;-40.8560031007;16585;40.639;48.936;0.181;0.0;0.0;1.767;8.478;0.0;0.0
ES;Pedro Canário;-18.2971915039;-39.9549369519;18265;44.238;38.067;0.011;0.35;0.0;3.192;13.978;0.0;0.164
ES;Pinheiros;-18.4133233436;-40.2177280802;20466;58.404;27.504;0.049;0.015;0.0;4.163;9.738;0.0;0.127
ES;Piúma;-20.8376088997;-40.7279809404;19389;49.652;36.65;1.124;0.083;0.0;2.048;10.3;0.026;0.119
ES;Ponto Belo;-18.1291260855;-40.5381337771;5642;62.637;29.174;0.177;0.106;0.0;1.028;6.611;0.0;0.266
ES;Presidente Kennedy;-21.1001484085;-41.0518956306;11656;29.607;46.397;0.18;0.154;0.0;2.788;20.796;0.0;0.077
ES;Rio Bananal;-19.2770864859;-40.3224784283;16695;77.43;16.466;0.036;0.21;0.0;0.875;4.984;0.0;0.0
ES;Rio Novo do Sul;-20.8645861497;-40.9362283555;9694;59.325;34.372;0.021;0.052;0.0;1.475;4.735;0.0;0.021
ES;Santa Leopoldina;-20.0988906925;-40.5332096123;11524;55.666;35.977;0.217;0.486;0.0;2.282;5.371;0.0;0.0
ES;Santa Maria de Jetibá;-20.0288140582;-40.7416178006;35943;21.35;73.528;0.067;0.092;0.0;1.452;3.511;0.0;0.0
ES;Santa Teresa;-19.9377143169;-40.5989977217;20305;69.845;21.241;1.123;0.443;0.0;1.138;6.127;0.0;0.084
ES;São Domingos do Norte;-19.14816851;-40.6218777327;7563;64.591;24.078;0.0;0.0;0.0;0.648;10.538;0.0;0.145
ES;São Gabriel da Palha;-19.0219647532;-40.5295995076;28247;65.083;28.049;0.106;0.081;0.0;1.023;5.622;0.0;0.035
ES;São José do Calçado;-21.0261302467;-41.6560878498;9557;52.412;37.376;0.387;0.283;0.0;1.245;7.722;0.0;0.575
ES;São Mateus;-18.7184469679;-39.8582005956;106752;49.541;33.147;0.563;0.343;0.0;4.993;11.186;0.087;0.141
ES;São Roque do Canaã;-19.7253072048;-40.6431387555;9818;77.602;18.751;0.244;0.0;0.0;0.866;1.823;0.0;0.713
ES;Serra;-20.1567698424;-40.2752170367;447310;35.668;40.106;0.729;0.58;0.018;7.009;15.763;0.054;0.074
ES;Sooretama;-19.1919496279;-40.0964908071;22218;44.401;35.156;0.0;0.176;0.0;4.276;15.992;0.0;0.0
ES;Vargem Alta;-20.6716781988;-41.0071483602;16889;71.603;23.329;0.562;0.515;0.0;0.959;3.032;0.0;0.0
ES;Venda Nova do Imigrante;-20.3315181774;-41.1290532111;20925;73.534;21.41;0.746;0.54;0.0;0.468;3.235;0.0;0.067
ES;Viana;-20.3908625112;-40.4956243355;63141;37.111;41.03;0.337;0.22;0.057;2.9;18.278;0.0;0.067
ES;Vila Pavão;-18.6208034523;-40.6024114108;7783;43.171;49.737;0.039;0.0;0.0;1.092;5.962;0.0;0.0
ES;Vila Valério;-18.9936174389;-40.3905897774;11887;59.99;34.466;0.042;0.126;0.0;0.547;4.593;0.0;0.236
ES;Vila Velha;-20.3383741042;-40.2939566369;413793;44.824;36.463;1.512;0.764;0.053;5.034;11.225;0.062;0.063
ES;Vitória;-20.3201537929;-40.3222087267;287821;49.012;27.991;2.576;0.772;0.008;4.729;14.794;0.015;0.102
RJ;Angra dos Reis;-23.0091159353;-44.3196272623;144716;35.112;38.755;1.232;0.898;0.191;5.88;17.713;0.073;0.145
RJ;Aperibé;-21.6194217698;-42.1049166541;9748;41.957;42.911;1.149;0.277;0.0;1.282;12.32;0.0;0.103
RJ;Araruama;-22.8774383874;-42.3410960232;113218;33.185;38.327;3.212;1.804;0.004;4.609;18.648;0.085;0.127
RJ;Areal;-22.2369120036;-43.1010698052;10301;57.276;25.939;5.805;0.767;0.0;1.912;8.3;0.0;0.0
RJ;Armação dos Búzios;-22.7577637929;-41.8877494681;34778;25.554;33.262;1.878;0.949;0.0;16.171;21.818;0.104;0.265
RJ;Arraial do Cabo;-22.9676382776;-42.0283359676;27445;35.657;35.114;1.902;1.585;0.0;7.116;18.189;0.138;0.299
RJ;Barra do Piraí;-22.4695962921;-43.8284524538;81802;44.587;34.296;4.973;3.697;0.0;3.625;8.607;0.006;0.209
RJ;Barra Mansa;-22.5453011339;-44.1724313737;150129;48.524;35.693;2.451;0.966;0.007;3.942;8.316;0.007;0.094
RJ;Belford Roxo;-22.7645559675;-43.3996249708;417579;26.702;36.259;1.5;2.353;0.014;5.933;27.017;0.009;0.213
RJ;Bom Jardim;-22.1533052283;-42.4172114823;24740;61.718;26.746;0.966;0.408;0.0;2.021;8.141;0.0;0.0
RJ;Bom Jesus do Itabapoana;-21.1344974419;-41.677679795;30871;62.032;29.779;0.849;0.282;0.0;2.131;4.927;0.0;0.0
RJ;Cabo Frio;-22.8807646671;-42.0200748019;193923;29.019;41.802;2.694;1.502;0.003;8.291;16.353;0.061;0.275
RJ;Cachoeiras de Macacu;-22.4675708722;-42.6631643573;49894;24.773;45.062;1.205;1.07;0.032;4.674;23.051;0.02;0.114
RJ;Cambuci;-21.5772767097;-41.9086360047;13121;52.603;33.679;0.998;0.175;0.0;1.654;10.83;0.0;0.061
RJ;Carapebus;-22.1825947274;-41.6640105959;12052;39.363;42.043;0.398;0.29;0.0;5.02;12.778;0.0;0.108
RJ;Comendador Levy Gasparian;-22.0333589384;-43.2172237156;7632;53.053;31.053;3.066;0.786;0.039;3.001;8.884;0.0;0.118
RJ;Campos dos Goytacazes;-21.7518986321;-41.3304764919;419925;43.457;36.625;1.99;0.725;0.0;3.512;13.485;0.049;0.158
RJ;Cantagalo;-21.9818398588;-42.365977599;17066;58.116;32.087;1.318;0.164;0.0;2.889;5.426;0.0;0.0
RJ;Cardoso Moreira;-21.4961573567;-41.6132963462;11439;37.398;43.754;0.97;0.149;0.0;2.124;15.561;0.0;0.044
RJ;Carmo;-21.9293117801;-42.6097176407;15274;57.182;28.1;4.439;0.805;0.072;3.352;5.971;0.0;0.079
RJ;Casimiro de Abreu;-22.4795365026;-42.2042105444;39828;26.16;45.044;1.931;1.263;0.168;7.465;17.935;0.0;0.035
RJ;Conceição de Macabu;-22.0878715265;-41.8677585057;18301;35.911;46.456;0.601;0.29;0.0;3.814;12.606;0.0;0.322
RJ;Cordeiro;-22.0277765631;-42.3630305379;18265;52.943;31.021;1.095;0.361;0.0;2.19;11.996;0.274;0.12
RJ;Duas Barras;-22.0589060899;-42.5150976315;9656;63.95;27.133;0.59;0.104;0.0;3.034;5.033;0.0;0.155
RJ;Duque de Caxias;-22.7852532497;-43.3098880717;700635;29.579;40.441;1.813;2.213;0.016;6.394;19.217;0.02;0.307
RJ;Engenheiro Paulo de Frontin;-22.5436846647;-43.679476829;10926;36.83;39.868;3.606;2.37;0.0;3.871;13.408;0.0;0.046
RJ;Guapimirim;-22.5195957941;-42.9783297043;44830;32.11;36.728;2.532;1.762;0.0;5.36;20.776;0.216;0.515
RJ;Iguaba Grande;-22.8390569837;-42.2221245423;24992;36.812;37.464;4.585;2.065;0.0;7.114;11.68;0.0;0.28
RJ;Itaboraí;-22.7458630174;-42.8603434262;195679;26.764;44.242;1.483;1.683;0.025;5.771;19.925;0.01;0.098
RJ;Itaguaí;-22.8712507684;-43.7750406349;100333;24.536;42.312;2.187;1.865;0.0;8.647;20.153;0.209;0.091
RJ;Italva;-21.425103278;-41.6909647605;12545;46.297;37.593;0.159;0.12;0.0;2.001;13.83;0.0;0.0
RJ;Itaocara;-21.6705026733;-42.0777295246;20453;52.511;37.466;0.528;0.259;0.0;2.078;7.158;0.0;0.0
RJ;Itaperuna;-21.2105910848;-41.8862031767;89744;51.969;38.844;0.808;0.425;0.0;2.276;5.001;0.536;0.142
RJ;Itatiaia;-22.4970145997;-44.5627719942;26996;48.974;32.268;2.534;1.204;0.0;4.312;10.394;0.022;0.293
RJ;Japeri;-22.6448185711;-43.653785801;83169;18.969;41.518;1.266;1.353;0.023;5.686;31.019;0.0;0.167
RJ;Laje do Muriaé;-21.2057208352;-42.1311744192;6483;72.343;23.754;0.555;0.031;0.0;0.663;2.653;0.0;0.0
RJ;Macaé;-22.3687049744;-41.7750642855;211487;30.272;38.856;2.523;1.675;0.0;6.327;20.217;0.019;0.11
RJ;Macuco;-21.9902295051;-42.2570738797;4774;60.85;32.991;0.356;0.126;0.0;1.005;4.671;0.0;0.0
RJ;Magé;-22.6543487574;-43.0402461327;197484;29.757;39.058;2.328;2.321;0.016;6.088;20.228;0.079;0.125
RJ;Mangaratiba;-22.9617119412;-44.0411265454;36449;41.513;33.381;3.377;2.324;0.0;6.294;12.508;0.337;0.266
RJ;Maricá;-22.9169553374;-42.8198241148;174199;35.64;31.916;4.283;3.257;0.014;6.674;18.109;0.061;0.045
RJ;Mendes;-22.5174226019;-43.7214868877;15472;47.512;31.082;2.986;1.668;0.0;4.246;11.957;0.336;0.213
RJ;Mesquita;-22.7680879226;-43.4292237631;145100;30.165;38.3;2.644;3.596;0.009;6.377;18.704;0.042;0.162
RJ;Miguel Pereira;-22.4554266084;-43.4746761215;23791;33.95;37.476;5.498;2.455;0.113;5.452;14.913;0.08;0.063
RJ;Miracema;-21.4111632992;-42.1984114072;23693;66.176;26.248;0.755;0.76;0.0;1.849;4.09;0.122;0.0
RJ;Natividade;-21.043756989;-41.9764403133;13324;62.174;30.651;2.101;0.353;0.0;1.996;2.642;0.0;0.083
RJ;Nilópolis;-22.8075142239;-43.4166099809;128430;32.059;32.876;3.025;3.713;0.009;5.913;22.211;0.023;0.171
RJ;Niterói;-22.8964523851;-43.0758231673;433965;44.939;22.161;5.949;3.064;0.01;6.662;16.964;0.169;0.082
RJ;Nova Friburgo;-22.2864614592;-42.532771263;170245;45.768;29.419;2.936;1.723;0.013;5.496;14.397;0.19;0.058
RJ;Nova Iguaçu;-22.7598348263;-43.4503453299;683655;27.248;40.239;2.288;2.702;0.016;7.457;19.819;0.029;0.204
RJ;Paracambi;-22.6097271621;-43.709384563;36820;27.488;46.765;1.38;1.882;0.0;4.264;18.194;0.0;0.027
RJ;Paraíba do Sul;-22.1619815422;-43.2895444648;36865;52.725;30.503;2.751;1.356;0.0;3.13;9.125;0.0;0.41
RJ;Paraty;-23.2194136073;-44.710858502;39142;34.038;34.983;1.528;1.553;0.335;6.747;20.564;0.059;0.194
RJ;Paty do Alferes;-22.4274146332;-43.4248709167;25747;28.578;47.986;2.194;0.998;0.0;2.517;17.431;0.0;0.295
RJ;Petrópolis;-22.510598612;-43.1773365767;248303;48.062;29.143;3.833;1.47;0.029;4.571;12.675;0.144;0.073
RJ;Pinheiral;-22.5156739858;-44.000354557;21369;41.097;35.28;4.366;2.593;0.0;4.23;12.336;0.066;0.033
RJ;Piraí;-22.6287569098;-43.8993511858;24042;43.233;34.935;2.641;2.246;0.0;3.968;12.345;0.0;0.632
RJ;Porciúncula;-20.962607627;-42.0401563585;15128;59.003;27.73;1.481;0.628;0.0;2.122;8.818;0.0;0.218
RJ;Porto Real;-22.4329484238;-44.296900735;17648;49.779;38.611;1.513;0.612;0.0;3.621;5.814;0.0;0.051
RJ;Quatis;-22.4099186617;-44.2627113016;11956;58.046;27.81;2.392;1.915;0.033;3.622;6.097;0.042;0.042
RJ;Queimados;-22.7174304901;-43.5556695471;120982;23.112;44.617;1.299;1.421;0.035;8.249;21.111;0.0;0.158
RJ;Quissamã;-22.1066401655;-41.4725094001;19305;45.548;34.095;1.119;1.528;0.0;4.646;12.577;0.197;0.29
RJ;Resende;-22.4711835861;-44.4436134229;114341;55.552;28.746;2.379;0.746;0.01;5.039;7.388;0.061;0.08
RJ;Rio Bonito;-22.7112715026;-42.6259978412;49621;31.791;43.937;1.207;0.399;0.0;4.095;18.339;0.022;0.21
RJ;Rio Claro;-22.731726834;-44.1394056377;15435;62.825;29.77;1.114;0.266;0.0;2.034;3.745;0.0;0.246
RJ;Rio das Flores;-22.1718622438;-43.5764329481;7827;62.106;22.09;1.993;1.61;0.0;5.992;6.209;0.0;0.0
RJ;Rio das Ostras;-22.5239411858;-41.9369671272;135667;30.266;39.952;3.206;2.138;0.0;7.298;16.944;0.03;0.164
RJ;Rio de Janeiro;-22.8766521182;-43.227875125;5523357;43.621;25.481;5.114;3.554;0.019;5.964;16.095;0.052;0.099
RJ;Santa Maria Madalena;-21.9660944707;-42.0144449928;9082;59.833;25.699;2.169;0.319;0.0;2.378;9.601;0.0;0.0
RJ;Santo Antônio de Pádua;-21.5359771209;-42.1779115575;36628;48.73;37.733;0.661;0.246;0.0;1.971;10.517;0.0;0.142
RJ;São Francisco de Itabapoana;-21.4801381323;-41.1177197286;38950;34.716;42.634;0.141;0.2;0.0;3.065;19.104;0.0;0.139
RJ;São Fidélis;-21.6436265466;-41.7555923123;34334;37.054;38.225;0.743;0.3;0.0;3.396;20.012;0.0;0.271
RJ;São Gonçalo;-22.829547313;-43.032335062;791743;35.213;35.591;2.339;2.825;0.025;5.396;18.327;0.043;0.242
RJ;São João da Barra;-21.6404577524;-41.0503481455;32103;67.218;22.331;1.153;0.607;0.0;2.246;6.389;0.034;0.022
RJ;São João de Meriti;-22.8023308086;-43.371884603;384795;27.829;33.428;2.299;2.293;0.023;8.618;25.148;0.114;0.247
RJ;São José de Ubá;-21.3602211098;-41.9412319414;6267;55.736;33.03;0.0;0.128;0.0;0.734;10.26;0.0;0.112
RJ;São José do Vale do Rio Preto;-22.1497395105;-42.9233683013;19133;39.163;47.06;1.218;0.0;0.031;3.439;9.089;0.0;0.0
RJ;São Pedro da Aldeia;-22.8372031948;-42.1035286702;90414;28.85;42.493;2.12;1.355;0.0;6.221;18.752;0.007;0.202
RJ;São Sebastião do Alto;-21.9544634109;-42.1302196785;6822;65.04;28.921;0.381;0.132;0.0;2.082;3.445;0.0;0.0
RJ;Sapucaia;-21.9939558652;-42.9141753605;15719;52.917;36.485;1.444;0.337;0.0;1.291;7.373;0.0;0.153
RJ;Saquarema;-22.931127416;-42.49669405;78823;34.816;33.05;3.843;2.695;0.032;6.98;18.364;0.095;0.126
RJ;Seropédica;-22.743011068;-43.7019252212;69515;19.658;46.288;1.09;1.705;0.0;8.696;22.427;0.03;0.106
RJ;Silva Jardim;-22.6543301984;-42.3898259274;18483;20.581;46.692;0.952;0.601;0.0;6.157;24.839;0.0;0.179
RJ;Sumidouro;-22.0506694108;-42.6786255811;13268;42.388;45.485;0.354;0.038;0.0;1.357;10.326;0.0;0.053
RJ;Tanguá;-22.7339374343;-42.7211719484;26928;25.914;43.427;0.201;0.271;0.0;3.535;26.571;0.033;0.048
RJ;Teresópolis;-22.4090049456;-42.9629567139;145865;39.056;33.982;2.463;1.229;0.0;5.235;17.847;0.0;0.189
RJ;Trajano de Moraes;-22.0613797048;-42.0548152486;9154;47.684;32.456;0.765;0.568;0.0;3.223;14.584;0.0;0.721
RJ;Três Rios;-22.117448001;-43.2116094443;68614;50.87;33.572;3.721;1.322;0.016;3.069;7.175;0.01;0.245
RJ;Valença;-22.2447194312;-43.7048436783;60564;59.147;20.613;4.907;3.32;0.0;3.477;8.503;0.0;0.031
RJ;Varre-Sai;-20.9292976639;-41.8632953883;8821;75.32;20.304;0.419;0.363;0.0;1.383;2.131;0.0;0.079
RJ;Vassouras;-22.409007573;-43.6638740245;29883;50.718;28.257;3.41;2.597;0.007;5.374;9.537;0.0;0.1
RJ;Volta Redonda;-22.5099676008;-44.0935218847;233186;43.402;34.666;4.494;1.317;0.006;5.163;10.585;0.244;0.123
SP;Adamantina;-21.68831148;-51.0733647496;31185;69.331;17.431;1.526;4.829;0.0;3.322;3.396;0.0;0.164
SP;Adolfo;-21.2327297773;-49.6497214256;3818;55.238;36.276;1.205;0.105;0.0;3.536;3.536;0.0;0.105
SP;Aguaí;-22.059684;-46.9796931093;28040;62.764;25.82;1.491;0.728;0.039;3.506;5.556;0.068;0.029
SP;Águas da Prata;-21.934829;-46.7167667096;6582;65.679;20.146;4.786;0.152;0.0;2.674;6.563;0.0;0.0
SP;Águas de Lindóia;-22.4738220362;-46.6317788359;16184;64.1;22.201;2.156;0.624;0.043;3.256;7.359;0.0;0.26
SP;Águas de Santa Bárbara;-22.8691494094;-49.2386077671;6339;60.593;23.789;2.887;0.836;0.047;4.102;7.746;0.0;0.0
SP;Águas de São Pedro;-22.5973395539;-47.883974741;2563;52.009;17.05;5.579;2.458;0.0;10.808;12.095;0.0;0.0
SP;Agudos;-22.474037;-48.9901562879;32817;42.137;41.795;1.262;0.524;0.0;5.424;8.48;0.037;0.341
SP;Alambari;-23.5538988927;-47.8935883872;5407;54.281;36.379;0.777;0.222;0.0;5.012;3.329;0.0;0.0
SP;Alfredo Marcondes;-21.9527411236;-51.4129380665;3951;74.842;20.602;0.278;0.177;0.0;1.266;2.759;0.0;0.076
SP;Altair;-20.5233048816;-49.0601107542;3016;69.065;25.829;0.564;0.398;0.0;1.724;2.42;0.0;0.0
SP;Altinópolis;-21.0245826446;-47.3732802929;14763;67.54;23.261;1.023;0.589;0.0;3.19;4.342;0.0;0.054
SP;Alto Alegre;-21.5816894572;-50.1635967961;3484;69.231;25.947;1.292;0.172;0.0;2.44;0.918;0.0;0.0
SP;Alumínio;-23.5333730478;-47.2590569185;15046;59.252;30.261;0.445;0.226;0.027;3.642;5.776;0.0;0.372
SP;Álvares Florence;-20.3198762474;-49.9111848125;3559;69.935;23.462;0.646;0.393;0.0;2.416;3.147;0.0;0.0
SP;Álvares Machado;-22.077778995;-51.468797273;23610;61.931;28.759;0.682;0.322;0.0;2.516;5.743;0.0;0.047
SP;Álvaro de Carvalho;-22.076374634;-49.7206090203;4414;46.806;26.325;0.295;0.929;0.0;5.052;20.594;0.0;0.0
SP;Alvinlândia;-22.4450101516;-49.7630330294;2528;44.304;45.57;0.0;0.079;0.158;5.696;4.035;0.158;0.0
SP;Americana;-22.7408835;-47.3303629264;211660;54.024;29.445;2.957;0.95;0.005;5.522;6.991;0.0;0.105
SP;Américo Brasiliense;-21.7300365;-48.1066045618;28858;58.005;26.568;1.594;0.925;0.035;4.113;8.715;0.0;0.045
SP;Américo de Campos;-20.2964019436;-49.7270268374;5298;70.159;23.82;0.925;0.0;0.0;2.152;2.888;0.0;0.057
SP;Amparo;-22.6993886263;-46.7650856905;60784;67.482;17.177;3.03;1.783;0.0;3.343;7.125;0.026;0.033
SP;Analândia;-22.1287854993;-47.6607664159;3997;50.813;33.525;1.826;0.4;0.0;2.752;10.683;0.0;0.0
SP;Andradina;-20.901463515;-51.3788477948;53116;51.721;32.785;3.56;0.367;0.0;4.965;6.525;0.0;0.077
SP;Angatuba;-23.483987;-48.4067596165;20850;68.566;24.197;0.0;0.0;0.0;3.64;3.559;0.0;0.038
SP;Anhembi;-22.7863209396;-48.1269268306;4936;62.52;30.308;0.243;0.446;0.0;3.302;3.059;0.061;0.061
SP;Anhumas;-22.2932371758;-51.3860744233;3520;76.136;19.773;0.284;0.227;0.085;1.79;1.705;0.0;0.0
SP;Aparecida;-22.848154;-45.2294293381;28800;77.014;17.969;0.538;0.809;0.0;1.604;2.031;0.035;0.0
SP;Aparecida d'Oeste;-20.4508453725;-50.8856157062;3676;63.085;25.245;5.277;0.0;0.0;1.931;4.461;0.0;0.0
SP;Apiaí;-24.513316;-48.8486599046;21381;53.295;35.812;0.935;0.271;0.0;2.161;7.525;0.0;0.0
SP;Araçariguama;-23.4300408482;-47.0715476362;18321;45.702;36.052;0.884;0.284;0.0;5.48;11.599;0.0;0.0
SP;Araçatuba;-21.205476;-50.4392260728;177604;47.343;35.428;3.408;0.871;0.031;5.444;7.291;0.016;0.168
SP;Araçoiaba da Serra;-23.5073197972;-47.5872429386;29048;53.25;31.049;3.35;0.596;0.034;5.023;6.482;0.0;0.217
SP;Aramina;-20.0899442071;-47.786013041;4799;63.93;21.213;8.273;1.0;0.0;2.646;2.855;0.0;0.083
SP;Arandu;-23.1334071156;-49.0509758715;6001;59.057;30.812;0.717;0.267;0.0;4.916;4.233;0.0;0.0
SP;Arapeí;-22.6747987233;-44.4481065568;2083;60.778;29.381;0.384;0.192;0.0;2.832;6.433;0.0;0.0
SP;Araraquara;-21.7903595;-48.1744399375;215344;55.213;23.426;5.64;2.262;0.054;4.721;8.585;0.047;0.052
SP;Araras;-22.3570865197;-47.3858295275;115906;54.094;30.42;2.247;0.671;0.0;4.578;7.875;0.046;0.069
SP;Arco-Íris;-21.773914025;-50.4649108683;1773;57.078;39.312;0.226;0.113;0.169;1.128;1.974;0.0;0.0
SP;Arealva;-22.0247674993;-48.9204148014;7270;62.077;29.271;1.183;0.481;0.0;1.582;5.186;0.0;0.22
SP;Areias;-22.5821938859;-44.6994320051;3121;72.829;21.307;0.673;0.0;0.0;3.717;1.474;0.0;0.0
SP;Areiópolis;-22.6739404492;-48.6655945585;8811;50.301;38.963;0.102;0.045;0.0;2.236;8.296;0.0;0.057
SP;Ariranha;-21.1861274429;-48.7883365641;6820;66.877;24.164;2.346;0.674;0.0;1.848;3.871;0.0;0.22
SP;Artur Nogueira;-22.5713430105;-47.1643011503;44958;53.501;30.575;0.827;0.665;0.0;5.361;8.897;0.0;0.173
SP;Arujá;-23.395826741;-46.3204896001;75507;45.36;31.01;2.606;1.454;0.0;9.239;10.109;0.023;0.199
SP;Aspásia;-20.1581899859;-50.7269626714;1623;67.652;28.281;0.986;0.308;0.0;0.246;2.095;0.0;0.431
SP;Assis;-22.66283502;-50.41751004;89953;57.606;32.311;1.129;0.563;0.0;2.816;5.482;0.047;0.047
SP;Atibaia;-23.116308;-46.5550625007;139346;52.006;24.403;4.289;1.8;0.0;7.695;9.654;0.057;0.096
SP;Auriflama;-20.6873348995;-50.5539593332;12213;52.632;38.058;3.832;0.106;0.0;1.981;3.308;0.0;0.082
SP;Avaí;-22.1567721163;-49.3368150412;3878;43.347;46.441;0.438;0.284;1.753;1.109;6.395;0.0;0.232
SP;Avanhandava;-21.4608705607;-49.9426973012;9942;53.4;34.812;1.549;0.553;0.0;3.007;6.578;0.0;0.101
SP;Avaré;-23.1031935;-48.9232631944;81214;59.028;27.242;2.176;0.696;0.009;4.289;6.491;0.0;0.07
SP;Bady Bassitt;-20.9185637796;-49.4485737093;23663;53.476;30.82;3.706;0.968;0.0;4.856;5.959;0.216;0.0
SP;Balbinos;-21.901523782;-49.3564734994;3733;39.78;27.029;1.018;2.063;0.0;0.563;29.547;0.0;0.0
SP;Bálsamo;-20.7382637782;-49.57932769;8600;60.744;30.988;2.558;0.326;0.0;2.209;3.174;0.0;0.0
SP;Bananal;-22.6826159993;-44.323330129;8817;58.104;27.231;1.463;0.476;0.0;2.019;10.627;0.0;0.079
SP;Barão de Antonina;-23.6271105197;-49.5660638969;3067;70.297;25.693;0.13;0.163;0.619;1.337;1.695;0.065;0.0
SP;Barbosa;-21.259025922;-49.9539885165;4911;44.268;40.867;0.529;1.018;0.0;2.81;10.446;0.0;0.061
SP;Bariri;-22.071978;-48.7415247712;27860;70.219;23.963;1.22;0.19;0.0;1.145;3.263;0.0;0.0
SP;Barra Bonita;-22.4911455;-48.5632292276;31066;65.319;20.675;4.188;0.692;0.0;3.805;5.237;0.0;0.084
SP;Barra do Chapéu;-24.4714259993;-49.0271391368;4478;36.177;47.767;0.201;0.0;0.0;5.315;10.272;0.0;0.268
SP;Barra do Turvo;-24.759386656;-48.5023434528;5971;45.453;40.697;0.184;0.151;0.0;2.311;11.07;0.067;0.067
SP;Barretos;-20.558455515;-48.5673778395;107943;60.741;25.446;3.113;1.211;0.025;3.697;5.681;0.033;0.053
SP;Barrinha;-21.1917435;-48.1628135185;27645;46.482;35.243;0.633;0.362;0.029;3.476;13.738;0.0;0.036
SP;Barueri;-23.508902;-46.8746528865;271879;46.33;32.679;1.817;1.247;0.004;6.392;11.427;0.025;0.08
SP;Bastos;-21.92103747;-50.7348708619;18970;57.396;32.23;0.148;0.063;0.0;3.31;6.637;0.0;0.216
SP;Batatais;-20.8919295;-47.5861067269;51783;64.67;21.524;2.7;0.701;0.0;5.133;5.251;0.0;0.021
SP;Bauru;-22.3251225;-49.0830008671;335460;43.941;35.931;3.769;1.478;0.038;6.592;8.202;0.003;0.047
SP;Bebedouro;-20.94981552;-48.4773621747;67578;56.825;30.187;3.183;0.728;0.0;2.798;6.267;0.0;0.012
SP;Bento de Abreu;-21.2691080212;-50.8118522148;2258;57.086;35.252;0.753;0.0;0.0;0.709;6.2;0.0;0.0
SP;Bernardino de Campos;-23.013553004;-49.4740434847;10329;64.44;26.063;2.304;0.358;0.048;1.781;5.005;0.0;0.0
SP;Bertioga;-23.8540145;-46.1365383351;55210;45.202;28.77;2.324;1.627;0.221;7.622;14.007;0.045;0.183
SP;Bilac;-21.4025711352;-50.4811104805;6515;64.666;25.05;1.32;0.184;0.0;4.068;4.559;0.0;0.153
SP;Birigui;-21.2923922882;-50.339328517;105388;50.943;32.788;2.679;0.58;0.008;5.665;7.202;0.067;0.068
SP;Biritiba-Mirim;-23.5710333875;-46.0412122248;25945;48.977;32.076;1.283;2.598;0.0;4.182;10.572;0.093;0.22
SP;Boa Esperança do Sul;-21.9924841634;-48.390596907;11203;58.074;24.618;1.866;1.187;0.25;2.446;11.559;0.0;0.0
SP;Bocaina;-22.1339225457;-48.5204936244;9913;66.125;27.459;1.957;0.444;0.0;2.068;1.866;0.0;0.081
SP;Bofete;-23.10252;-48.2600330588;9204;55.563;32.225;0.717;0.13;0.0;2.216;8.29;0.0;0.858
SP;Boituva;-23.2819440035;-47.671473498;53421;54.179;29.301;1.838;0.753;0.0;5.361;8.388;0.069;0.11
SP;Bom Jesus dos Perdões;-23.1308374287;-46.4664928426;19256;57.281;24.688;1.771;2.43;0.068;4.097;9.665;0.0;0.0
SP;Bom Sucesso de Itararé;-24.3182628407;-49.1437619226;2999;63.454;28.943;0.433;0.0;0.0;0.7;6.069;0.0;0.4
SP;Borá;-22.2701171067;-50.5448809992;786;60.814;32.697;0.254;0.509;0.0;1.399;3.181;0.0;1.145
